name;price;info;link;is_available;"Тип корпуса";Приемник/Излучатель;"Материал корпуса";"Зона чувствительности, м";"Вид подключения";"Температура окружающей среды";"Длина кабеля, м";Особенности;"Схема выхода";"Функция выхода";"Частота переключения, Гц";Тип;"Направление оптической оси";"Зона чувствительности, мм";"Вид излучения";"Материал линз";"Тип переключения";"Обозначение резьбы";"Максимальное расстояние срабатывания, мм";"Температура объекта воздействия";"Угол поля зрения";"Материал кабеля";"Цвет излучения";"Степень защиты корпуса";"Функция защиты";"Количество лучей";"Разрешение, мм";"Высота контролируемой зоны, мм";"Время срабатывания, мс";"Защита коммутационного элемента";"Рабочее напряжение, В";"Аналоговый выход"
"Оптический датчик
ДОМ-М18-76В-0113-СА.03";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: PNP; Зона чувствительности, мм: 5 - 10; Цвет излучения: Голубой; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76v-0113-sa_03/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;"-25…+80 °С";;;PNP;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Голубой;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76В-0123-СА.02";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, мм: 5 - 10; Цвет излучения: Зеленый; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76v-0123-sa_02/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Зеленый;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76В-0123-СА.03";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, мм: 5 - 10; Цвет излучения: Голубой; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76v-0123-sa_03/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Голубой;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76ВР-0113-СА.01";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: PNP; Зона чувствительности, мм: 5 - 10; Цвет излучения: Оранжевый; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76vr-0113-sa_01/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;"Кабель с разъемом М12 х 1";"-25…+80 °С";;;PNP;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Оранжевый;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76ВР-0113-СА.02";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: PNP; Зона чувствительности, мм: 5 - 10; Цвет излучения: Зеленый; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76vr-0113-sa_02/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;"Кабель с разъемом М12 х 1";"-25…+80 °С";;;PNP;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Зеленый;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76ВР-0113-СА.03";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: PNP; Зона чувствительности, мм: 5 - 10; Цвет излучения: Голубой; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76vr-0113-sa_03/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;"Кабель с разъемом М12 х 1";"-25…+80 °С";;;PNP;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Голубой;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76ВР-0123-СА.01";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, мм: 5 - 10; Цвет излучения: Оранжевый; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76vr-0123-sa_01/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;"Кабель с разъемом М12 х 1";"-25…+80 °С";;;NPN;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Оранжевый;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76ВР-0123-СА.02";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, мм: 5 - 10; Цвет излучения: Зеленый; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76vr-0123-sa_02/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;"Кабель с разъемом М12 х 1";"-25…+80 °С";;;NPN;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Зеленый;IP67;;;;;;;;
"Оптический датчик
ДОМ-М18-76ВР-0123-СА.03";"0 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, мм: 5 - 10; Цвет излучения: Голубой; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76vr-0123-sa_03/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";;"Кабель с разъемом М12 х 1";"-25…+80 °С";;;NPN;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Голубой;IP67;;;;;;;;
"Световая завеса
ДПО-ЭК20-1000Р-16";"180 918 ?
Цена с НДС 20%";"Тип: Световая завеса; Материал корпуса: Алюминиевый сплав; Зона чувствительности, м: 1 - 16; Высота контролируемой зоны, мм: 1000; Схема выхода: PNP; Разрешение, мм: 20; Количество лучей: 50; Аналоговый выход: 4-20 мА; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dpo-ek20-1000r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP;;;"Световая завеса";;;;;;;;;;;;IP67;;50;20;1000;;;;"4-20 мА"
"Световая завеса
ДПО-ЭК20-200Р-16";"59 664 ?
Цена с НДС 20%";"Тип: Световая завеса; Материал корпуса: Алюминиевый сплав; Зона чувствительности, м: 1 - 16; Высота контролируемой зоны, мм: 200; Схема выхода: PNP; Разрешение, мм: 20; Количество лучей: 10; Аналоговый выход: 4-20 мА; Вид подключения: Разъем M12 ? 1; Температура окружающей среды: -25…+70 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dpo-ek20-200r-16-2/;"Под заказ от 3 нед.";;;"Алюминиевый сплав";"1 - 16";"Разъем M12 ? 1";"-25…+70 °С";;;PNP;;;"Световая завеса";;;;;;;;;;;;IP67;;10;20;200;;;;"4-20 мА"
